파일명,파일크기(Kb),카메라제조사,f수,ISO감도,촬영일자,촬영시각,이미지크기,위도,경도
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_39,1389,Canon,11,100,2022-10-13,15:56:00,2160x1080,35.81393888,128.4801639
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_40,1383,Canon,11,100,2022-10-13,15:57:00,2160x1080,35.81380555,128.4800722
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_41,1380,Canon,11,100,2022-10-13,16:01:00,2160x1080,35.81366388,128.4799056
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_42,1365,Canon,11,100,2022-10-13,16:01:00,2160x1080,35.81358612,128.4798445
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_43,1348,Canon,11,100,2022-10-13,16:02:00,2160x1080,35.81352778,128.4797528
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_44,1321,Canon,11,100,2022-10-13,16:03:00,2160x1080,35.81344722,128.4796222
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_45,1312,Canon,11,100,2022-10-13,16:04:00,2160x1080,35.81339167,128.4795306
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_46,1317,Canon,11,100,2022-10-13,16:05:00,2160x1080,35.813301,128.4794472
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_47,1465,Canon,11,100,2022-10-13,16:06:00,2160x1080,35.81326667,128.4792861
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_48,1287,Canon,11,100,2022-10-13,16:08:00,2160x1080,35.81309722,128.4790195
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_49,1298,Canon,11,100,2022-10-13,16:09:00,2160x1080,35.81303888,128.4789278
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_50,1310,Canon,11,100,2022-10-13,16:10:00,2160x1080,35.81289445,128.4787889
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_51,1308,Canon,11,100,2022-10-13,16:13:00,2160x1080,35.81279445,128.4786528
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_52,1313,Canon,11,100,2022-10-13,16:14:00,2160x1080,35.81271112,128.4785917
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_53,1302,Canon,11,100,2022-10-13,16:15:00,2160x1080,35.81264445,128.4785139
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_54,1150,Canon,11,100,2022-10-13,16:16:00,2160x1080,35.81250833,128.4784056
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_55,1300,Canon,11,100,2022-10-13,16:18:00,2160x1080,35.81239722,128.4783556
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_56,1198,Canon,11,100,2022-10-13,16:19:00,2160x1080,35.81236667,128.4782556
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_57,1224,Canon,11,100,2022-10-13,16:20:00,2160x1080,35.81223055,128.4781222
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_58,1237,Canon,11,100,2022-10-13,16:21:00,2160x1080,35.81214722,128.4780111
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_59,1174,Canon,11,100,2022-10-13,16:22:00,2160x1080,35.81208055,128.4779195
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_60,1206,Canon,11,100,2022-10-13,16:22:00,2160x1080,35.81199445,128.4777833
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_61,1274,Canon,11,100,2022-10-13,16:27:00,2160x1080,35.811775,128.4776611
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_62,1174,Canon,11,100,2022-10-13,16:22:00,2160x1080,35.81208055,128.4779195
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_63,1206,Canon,11,100,2022-10-13,16:22:00,2160x1080,35.81199445,128.4777833
대구광역시 달성군_사문진나루터_ VR 이미지데이터_화원누리길_64,1274,Canon,11,100,2022-10-13,16:27:00,2160x1080,35.811775,128.4776611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_1,1435,Canon,11,400,2022-10-13,14:26:00,2160x1080,35.81041388,128.4764389
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_2,1356,Canon,11,400,2022-10-13,14:27:00,2160x1080,35.81042222,128.4764028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_3,1364,Canon,11,400,2022-10-13,14:28:00,2160x1080,35.81043055,128.4764167
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_4,1655,Canon,11,400,2022-10-13,14:29:00,2160x1080,35.81031388,128.4762583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_5,1440,Canon,11,400,2022-10-13,14:29:00,2160x1080,35.81024445,128.4761972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_6,1464,Canon,11,400,2022-10-13,14:30:00,2160x1080,35.81016112,128.4760806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_7,1504,Canon,11,400,2022-10-13,14:31:00,2160x1080,35.81004722,128.4760083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_8,1450,Canon,11,400,2022-10-13,14:32:00,2160x1080,35.80991112,128.4758695
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_9,1466,Canon,11,400,2022-10-13,14:33:00,2160x1080,35.80987778,128.4758111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_10,1481,Canon,11,400,2022-10-13,14:33:00,2160x1080,35.80983612,128.4757333
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_11,1480,Canon,11,400,2022-10-13,14:34:00,2160x1080,35.809601,128.4753556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_12,1451,Canon,11,400,2022-10-13,14:35:00,2160x1080,35.80956667,128.4753695
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_13,1427,Canon,11,400,2022-10-13,14:35:00,2160x1080,35.80940278,128.475251
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_14,1413,Canon,11,400,2022-10-13,14:36:00,2160x1080,35.80941667,128.4752111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_15,1423,Canon,11,400,2022-10-13,14:37:00,2160x1080,35.80941667,128.4751639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_16,1399,Canon,11,400,2022-10-13,14:38:00,2160x1080,35.80937778,128.4749556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_17,1423,Canon,11,400,2022-10-13,14:43:00,2160x1080,35.80921945,128.4747917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_18,1407,Canon,11,400,2022-10-13,14:44:00,2160x1080,35.80918333,128.4748222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_19,1398,Canon,11,400,2022-10-13,14:44:00,2160x1080,35.809101,128.4746889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_20,1391,Canon,11,400,2022-10-13,14:45:00,2160x1080,35.80905555,128.4746056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_21,1388,Canon,11,400,2022-10-13,14:46:00,2160x1080,35.80901112,128.4745333
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_22,1398,Canon,11,400,2022-10-13,14:47:00,2160x1080,35.80886112,128.4743722
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_23,1423,Canon,11,400,2022-10-13,14:47:00,2160x1080,35.80875278,128.4742361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_24,1435,Canon,11,400,2022-10-13,14:48:00,2160x1080,35.80923333,128.4749222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_25,1414,Canon,11,400,2022-10-13,14:49:00,2160x1080,35.80872222,128.4740028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_26,1501,Canon,11,400,2022-10-13,14:50:00,2160x1080,35.808701,128.4739833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_27,1594,Canon,11,400,2022-10-13,14:51:00,2160x1080,35.80866388,128.4739945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_28,1604,Canon,11,400,2022-10-13,14:51:00,2160x1080,35.808501,128.4740195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_29,1672,Canon,11,400,2022-10-13,14:52:00,2160x1080,35.80836667,128.4741778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_30,1829,Canon,11,400,2022-10-13,14:53:00,2160x1080,35.80835555,128.474251
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_31,1920,Canon,11,400,2022-10-13,14:53:00,2160x1080,35.80826945,128.474375
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_32,2200,Canon,11,400,2022-10-13,14:54:00,2160x1080,35.808151,128.4745361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_33,1795,Canon,11,400,2022-10-13,14:55:00,2160x1080,35.808051,128.4746472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_34,2100,Canon,11,400,2022-10-13,14:56:00,2160x1080,35.80802778,128.4746945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_35,2100,Canon,11,400,2022-10-13,14:56:00,2160x1080,35.80804167,128.4747611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_36,2200,Canon,11,400,2022-10-13,14:57:00,2160x1080,35.80807778,128.4749833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_37,2200,Canon,11,400,2022-10-13,14:58:00,2160x1080,35.80808612,128.4750583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_38,2300,Canon,11,400,2022-10-13,14:59:00,2160x1080,35.80819722,128.4752361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_39,2400,Canon,11,400,2022-10-13,15:00:00,2160x1080,35.808275,128.4753306
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_40,2200,Canon,11,400,2022-10-13,15:01:00,2160x1080,35.80836945,128.475425
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_41,1960,Canon,11,400,2022-10-13,15:02:00,2160x1080,35.80841667,128.4754778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_42,2000,Canon,11,100,2022-10-13,15:03:00,2160x1080,35.80843888,128.4755278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_43,1676,Canon,11,100,2022-10-13,15:04:00,2160x1080,35.80862222,128.4757333
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_44,2300,Canon,11,100,2022-10-13,15:05:00,2160x1080,35.80858055,128.4757389
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_45,2000,Canon,11,100,2022-10-13,15:05:00,2160x1080,35.80861945,128.4758889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_46,1634,Canon,11,100,2022-10-13,15:06:00,2160x1080,35.80870833,128.4759972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_47,1804,Canon,11,100,2022-10-13,15:07:00,2160x1080,35.80891388,128.4762111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_48,2000,Canon,11,100,2022-10-13,15:08:00,2160x1080,35.80904167,128.4762917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_49,1916,Canon,11,100,2022-10-13,15:09:00,2160x1080,35.80909722,128.4763917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_50,1894,Canon,11,100,2022-10-13,15:10:00,2160x1080,35.809251,128.4763472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_51,1977,Canon,11,100,2022-10-13,15:11:00,2160x1080,35.80928333,128.4763639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_52,1913,Canon,11,100,2022-10-13,15:12:00,2160x1080,35.80950555,128.4767139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_53,2000,Canon,11,100,2022-10-13,15:13:00,2160x1080,35.80968333,128.4768139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_54,1935,Canon,11,100,2022-10-13,15:14:00,2160x1080,35.80969445,128.4767806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_55,1657,Canon,11,100,2022-10-13,15:16:00,2160x1080,35.80996945,128.4768445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_56,1484,Canon,11,100,2022-10-13,15:16:00,2160x1080,35.81003612,128.4768722
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_57,1379,Canon,11,100,2022-10-13,15:17:00,2160x1080,35.81034167,128.4768111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_58,1450,Canon,11,100,2022-10-13,15:18:00,2160x1080,35.81030833,128.4767583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_59,1414,Canon,11,100,2022-10-13,15:19:00,2160x1080,35.81031112,128.4767111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_60,1366,Canon,11,100,2022-10-13,15:20:00,2160x1080,35.81029722,128.4766861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_61,921,Canon,11,100,2022-10-13,15:21:00,2160x1080,35.81027778,128.4765639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_62,906,Canon,11,100,2022-10-13,15:22:00,2160x1080,35.81025833,128.4765417
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_63,933,Canon,11,100,2022-10-13,15:22:00,2160x1080,35.81022222,128.476475
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_64,960,Canon,11,100,2022-10-13,15:23:00,2160x1080,35.81013333,128.4765139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_65,1382,Canon,11,100,2022-10-13,15:25:00,2160x1080,35.80914722,128.4756472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_66,1334,Canon,11,100,2022-10-13,15:26:00,2160x1080,35.80918612,128.4756195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_67,1305,Canon,11,100,2022-10-13,15:27:00,2160x1080,35.80918888,128.4755556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_68,1354,Canon,11,100,2022-10-13,15:27:00,2160x1080,35.80912222,128.4754778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_69,1319,Canon,11,100,2022-10-13,15:28:00,2160x1080,35.80905833,128.4754083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_70,1287,Canon,11,100,2022-10-13,15:29:00,2160x1080,35.80901388,128.475351
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_71,1338,Canon,11,100,2022-10-13,15:29:00,2160x1080,35.80893888,128.475301
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_72,1366,Canon,11,100,2022-10-13,15:30:00,2160x1080,35.80879722,128.4753806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_73,1333,Canon,11,100,2022-10-13,15:31:00,2160x1080,35.80868888,128.4753917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_74,1308,Canon,11,100,2022-10-13,15:32:00,2160x1080,35.80876333,128.4754483
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_75,1366,Canon,11,100,2022-10-13,15:33:00,2160x1080,35.80874167,128.4754917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_76,1378,Canon,11,100,2022-10-13,15:34:00,2160x1080,35.808975,128.4751278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_77,1354,Canon,11,100,2022-10-13,15:35:00,2160x1080,35.80905833,128.4751083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_78,1388,Canon,11,100,2022-10-13,15:35:00,2160x1080,35.80911667,128.4750861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_79,1396,Canon,11,100,2022-10-13,15:36:00,2160x1080,35.80914167,128.4750556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_80,1310,Canon,11,100,2022-10-13,15:37:00,2160x1080,35.808851,128.4752361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_81,1310,Canon,11,100,2022-10-13,15:38:00,2160x1080,35.80887778,128.475175
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_82,1340,Canon,11,100,2022-10-13,15:38:00,2160x1080,35.80886667,128.4751472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_83,1304,Canon,11,100,2022-10-13,15:39:00,2160x1080,35.80885278,128.4751139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_84,1240,Canon,11,100,2022-10-13,15:39:00,2160x1080,35.80881112,128.4750583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_85,1113,Canon,11,100,2022-10-13,15:40:00,2160x1080,35.808775,128.4749222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_86,1304,Canon,11,100,2022-10-13,15:41:00,2160x1080,35.80858612,128.4750778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_87,1343,Canon,11,100,2022-10-13,15:41:00,2160x1080,35.80853333,128.4751389
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_88,1369,Canon,11,100,2022-10-13,15:42:00,2160x1080,35.80845833,128.4751889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_89,1423,Canon,11,100,2022-10-13,15:42:00,2160x1080,35.808451,128.4752056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_90,1476,Canon,11,100,2022-10-13,15:43:00,2160x1080,35.80843888,128.4752195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_91,1351,Canon,11,100,2022-10-13,15:44:00,2160x1080,35.80880278,128.4748167
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_92,1370,Canon,11,100,2022-10-13,15:45:00,2160x1080,35.80882778,128.4748111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_93,1384,Canon,11,100,2022-10-13,15:45:00,2160x1080,35.80882222,128.4747833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_94,1358,Canon,11,100,2022-10-13,15:46:00,2160x1080,35.80885555,128.4747417
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_95,1429,Canon,11,100,2022-10-13,15:46:00,2160x1080,35.80901112,128.4746056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_96,1064,Canon,11,100,2022-10-13,15:48:00,2160x1080,35.80995278,128.4762083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_97,1073,Canon,11,100,2022-10-13,15:48:00,2160x1080,35.80868333,128.4748889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_98,1078,Canon,11,100,2022-10-13,15:49:00,2160x1080,35.80863612,128.4748167
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_99,1339,Canon,11,100,2022-10-13,15:49:00,2160x1080,35.80863612,128.4747472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_100,1280,Canon,11,100,2022-10-13,15:50:00,2160x1080,35.80847222,128.4746028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_101,1248,Canon,11,100,2022-10-13,15:51:00,2160x1080,35.80841667,128.4746028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_102,1242,Canon,11,100,2022-10-13,15:52:00,2160x1080,35.80838612,128.4745556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_103,1296,Canon,11,100,2022-10-13,15:53:00,2160x1080,35.80837778,128.4745583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_광장_104,1220,Canon,11,100,2022-10-13,15:55:00,2160x1080,35.80837778,128.4745333
